"id","trial_number","rt","response","attempt","correct","incorrect","ssd","answer","task","stop","rt_z","ssd_z"
56,219,490.8,"Right",1,1,0,500,"Right","NoStop",0,0.309946770590418,1.99995101483415
56,220,357.2,"Left",1,1,0,500,"Left","NoStop",0,-0.102890202546302,1.99995101483415
56,221,443.5999999,"Right",1,1,0,500,"Right","NoStop",0,0.164094186957657,1.99995101483415
56,222,512.1000001,"Left",1,1,0,500,"Left","NoStop",0,0.375765839221374,1.99995101483415
56,223,129.8,"Right",1,0,1,500,"NoGo","Stop",1,-0.805578284067935,1.99995101483415
56,224,185.8,"Left",1,0,1,450,"NoGo","Stop",1,-0.632532846226196,1.68711267380141
56,225,1101.201,"NoGo",NA,1,0,400,"NoGo","Stop",1,2.19614513316248,1.37427433276867
56,226,1051.176,"NoGo",NA,1,0,450,"NoGo","Stop",1,2.04156302551903,1.68711267380141
56,227,292.5,"Right",1,1,0,500,"Right","NoStop",0,-0.302819485195597,1.99995101483415
56,228,1001.059,"NoGo",NA,1,0,500,"NoGo","Stop",1,1.88669662894199,1.99995101483415
56,229,117.8,"Left",1,0,1,550,"NoGo","Stop",1,-0.842659449319736,2.31278935586689
56,230,213,"Left",1,1,0,500,"Left","NoStop",0,-0.54848220498878,1.99995101483415
56,231,220.0999999,"Right",1,1,0,500,"Right","NoStop",0,-0.526542515857141,1.99995101483415
56,232,353.5,"Left",1,1,0,500,"Left","NoStop",0,-0.114323561832274,1.99995101483415
56,233,431.9000001,"Left",1,1,0,500,"Left","NoStop",0,0.12794005145517,1.99995101483415
56,234,1000.971,"NoGo",NA,1,0,500,"NoGo","Stop",1,1.88642470039681,1.99995101483415
56,235,290,"Left",1,1,0,550,"Left","NoStop",0,-0.310544727956389,2.31278935586689
56,236,452.8,"Left",1,1,0,550,"Left","NoStop",0,0.192523080626381,2.31278935586689
56,237,691.1000001,"Right",1,1,0,550,"Right","NoStop",0,0.928893220894075,2.31278935586689
56,238,109.5,"Left",1,1,0,550,"Left","NoStop",0,-0.868307255285565,2.31278935586689
56,239,197.3999999,"Right",1,1,0,550,"Right","NoStop",0,-0.596687720125131,2.31278935586689
56,240,286.8000002,"Right",1,1,0,550,"Right","NoStop",0,-0.320433038072183,2.31278935586689
29,1,79.69999993,"Right",1,1,0,250,"Right","NoStop",0,-0.960392149210512,0.435759309670453
29,2,73.70000005,"Left",1,1,0,250,"Left","NoStop",0,-0.978932731465601,0.435759309670453
29,3,14.5,"Right",1,1,0,250,"Right","NoStop",0,-1.16186648019566,0.435759309670453
29,4,61,"Left",1,1,0,250,"Left","NoStop",0,-1.01817696484493,0.435759309670453
29,5,232.0999999,"Right",1,0,1,250,"NoGo","Stop",1,-0.489461350605339,0.435759309670453
29,6,140.9,"Left",1,0,1,200,"NoGo","Stop",1,-0.771278206210019,0.122920968637714
29,7,194.9,"Right",1,1,0,150,"Right","NoStop",0,-0.604412962576913,-0.189917372395026
29,8,250.4,"Right",1,1,0,150,"Right","NoStop",0,-0.432912573287333,-0.189917372395026
29,9,217.7,"Right",1,1,0,150,"Right","NoStop",0,-0.533958748598491,-0.189917372395026
29,10,103.6,"Right",1,1,0,150,"Right","NoStop",0,-0.886538828201034,-0.189917372395026
29,11,84.9000001,"Right",1,1,0,150,"Right","NoStop",0,-0.944323643742748,-0.189917372395026
29,12,95.70000005,"Right",1,0,1,150,"NoGo","Stop",1,-0.910950595170632,-0.189917372395026
29,13,188.0999999,"Right",1,1,0,100,"Right","NoStop",0,-0.625425623195277,-0.502755713427766
29,14,185.1,"Left",1,1,0,100,"Left","NoStop",0,-0.634695914199218,-0.502755713427766
29,15,167.1,"Right",1,0,1,100,"NoGo","Stop",1,-0.690317662076919,-0.502755713427766
29,16,343.9,"Right",1,1,0,50,"Right","NoStop",0,-0.143988494033715,-0.815594054460505
29,17,272.4,"Left",1,0,1,50,"NoGo","Stop",1,-0.364930436992364,-0.815594054460505
29,18,279.5,"Left",1,1,0,50,"Left","NoStop",0,-0.342990747551715,-0.815594054460505
29,19,286.6,"Left",1,1,0,50,"Left","NoStop",0,-0.321051058111066,-0.815594054460505
29,20,218.3,"Left",1,1,0,50,"Left","NoStop",0,-0.532104690335901,-0.815594054460505
29,21,226.7,"Left",1,1,0,50,"Left","NoStop",0,-0.50614787465964,-0.815594054460505
29,22,289.6,"Right",1,1,0,50,"Right","NoStop",0,-0.311780766798116,-0.815594054460505
29,23,289.3000001,"Left",1,0,1,50,"NoGo","Stop",1,-0.312707795620401,-0.815594054460505
29,24,294.4,"Left",1,1,0,50,"Left","NoStop",0,-0.296948300697395,-0.815594054460505
29,25,1450.021,"NoGo",NA,1,0,50,"NoGo","Stop",1,3.27403280509025,-0.815594054460505
29,26,289.7,"Right",1,1,0,100,"Right","NoStop",0,-0.311471757087684,-0.502755713427766
29,27,232.1999999,"Left",1,0,1,100,"NoGo","Stop",1,-0.489152340894908,-0.502755713427766
29,28,1450.076,"NoGo",NA,1,0,50,"NoGo","Stop",1,3.27420276043099,-0.815594054460505
