"id","trial_number","rt","response","attempt","correct","incorrect","ssd","answer","task","stop","rt_z","ssd_z"
4,"105",426.3,"Right",1,1,0,50,"Right","NoStop",0,0.0821045038484585,-1.05094370729049
4,"106",712.6,"Right",1,0,1,50,"NoGo","Stop",1,0.999048228225759,-1.05094370729049
4,"107",315.7,"Left",1,0,1,50,"NoGo","Stop",1,-0.272118255201941,-1.05094370729049
4,"108",373.4,"Right",1,1,0,50,"Right","NoStop",0,-0.0873203058600964,-1.05094370729049
4,"109",724.6,"Left",1,0,1,50,"NoGo","Stop",1,1.03748107730899,-1.05094370729049
4,"110",381.8,"Right",1,1,0,50,"Right","NoStop",0,-0.0604173115018381,-1.05094370729049
4,"111",716.3,"Right",1,0,1,50,"NoGo","Stop",1,1.01089835669309,-1.05094370729049
4,"112",458.1,"Left",1,1,0,50,"Left","NoStop",0,0.183951553919007,-1.05094370729049
4,"113",350.8,"Left",1,0,1,50,"NoGo","Stop",1,-0.159702171633505,-1.05094370729049
4,"114",406.5,"Right",1,1,0,50,"Right","NoStop",0,0.0186903028611355,-1.05094370729049
4,"115",316.2,"Right",1,1,0,50,"Right","NoStop",0,-0.27051688649014,-1.05094370729049
4,"116",505.9,"Left",1,1,0,50,"Left","NoStop",0,0.337042402767191,-1.05094370729049
4,"117",285.2,"Left",1,0,1,50,"NoGo","Stop",1,-0.369801746621808,-1.05094370729049
4,"118",312,"Right",1,1,0,50,"Right","NoStop",0,-0.28396838366927,-1.05094370729049
4,"119",485.3,"Left",1,1,0,50,"Left","NoStop",0,0.271066011840986,-1.05094370729049
4,"120",257.7,"Right",1,1,0,50,"Right","NoStop",0,-0.457877025770867,-1.05094370729049
4,"121",333.6,"Left",1,1,0,50,"Left","NoStop",0,-0.214789255319463,-1.05094370729049
4,"122",253.8,"Right",1,1,0,50,"Right","NoStop",0,-0.470367701722916,-1.05094370729049
4,"123",229.4,"Left",1,1,0,50,"Left","NoStop",0,-0.548514494858809,-1.05094370729049
4,"124",265.2,"Left",1,1,0,50,"Left","NoStop",0,-0.433856495093851,-1.05094370729049
