"id","trial_number","rt","response","attempt","correct","incorrect","ssd","answer","task","ReflectionSum","BroodingSum","DepressiveSum","IntrusiveSum","DeliberateSum","ReappraisalSum","SuppressionSum","SSRT"
"2",39,172.3,"Left",1,1,0,250,"Left","NoStop",10,13,20,14,6,31,7,261
"2",40,189.4,"Left",1,1,0,250,"Left","NoStop",10,13,20,14,6,31,7,261
"2",41,250.4,"Right",1,1,0,250,"Right","NoStop",10,13,20,14,6,31,7,261
"2",42,204.2,"Right",1,1,0,250,"Right","NoStop",10,13,20,14,6,31,7,261
"2",43,225.4,"Left",1,0,1,250,"NoGo","Stop",10,13,20,14,6,31,7,261
"2",44,471.8,"Right",1,1,0,200,"Right","NoStop",10,13,20,14,6,31,7,261
"2",45,1299.944,"NoGo",NA,1,0,200,"NoGo","Stop",10,13,20,14,6,31,7,261
"2",46,190,"Right",1,1,0,250,"Right","NoStop",10,13,20,14,6,31,7,261
"2",47,199.7,"Right",1,1,0,250,"Right","NoStop",10,13,20,14,6,31,7,261
"2",48,143.5,"Right",1,0,1,250,"NoGo","Stop",10,13,20,14,6,31,7,261
"2",49,352,"Right",1,1,0,200,"Right","NoStop",10,13,20,14,6,31,7,261
"2",50,311.8,"Right",1,1,0,200,"Right","NoStop",10,13,20,14,6,31,7,261
"2",51,419.6,"Left",1,1,0,200,"Left","NoStop",10,13,20,14,6,31,7,261
"2",52,1299.865,"NoGo",NA,1,0,200,"NoGo","Stop",10,13,20,14,6,31,7,261
"2",53,201.1,"Right",1,1,0,250,"Right","NoStop",10,13,20,14,6,31,7,261
"2",54,211.2,"Left",1,1,0,250,"Left","NoStop",10,13,20,14,6,31,7,261
"2",55,284.4,"Right",1,1,0,250,"Right","NoStop",10,13,20,14,6,31,7,261
"2",56,221.6,"Left",1,1,0,250,"Left","NoStop",10,13,20,14,6,31,7,261
"2",57,186.3,"Left",1,0,1,250,"NoGo","Stop",10,13,20,14,6,31,7,261
"2",58,299.6,"Right",1,1,0,200,"Right","NoStop",10,13,20,14,6,31,7,261
"2",59,329.4,"Right",1,1,0,200,"Right","NoStop",10,13,20,14,6,31,7,261
"2",60,418.6,"Left",1,1,0,200,"Left","NoStop",10,13,20,14,6,31,7,261
"2",61,1299.905,"NoGo",NA,1,0,200,"NoGo","Stop",10,13,20,14,6,31,7,261
"2",62,139.8,"Left",1,0,1,250,"NoGo","Stop",10,13,20,14,6,31,7,261
"2",63,471.5,"Right",1,1,0,200,"Right","NoStop",10,13,20,14,6,31,7,261
"2",64,467.2,"Right",1,1,0,200,"Right","NoStop",10,13,20,14,6,31,7,261
"2",65,359,"Left",1,1,0,200,"Left","NoStop",10,13,20,14,6,31,7,261
"2",66,363.7,"Left",1,1,0,200,"Left","NoStop",10,13,20,14,6,31,7,261
"2",67,236.6,"Left",1,1,0,200,"Left","NoStop",10,13,20,14,6,31,7,261
"2",68,416.5,"Right",1,1,0,200,"Right","NoStop",10,13,20,14,6,31,7,261
"2",69,1300.124,"NoGo",NA,1,0,200,"NoGo","Stop",10,13,20,14,6,31,7,261
"2",70,209.1,"Right",1,1,0,250,"Right","NoStop",10,13,20,14,6,31,7,261
"2",71,1249.913,"NoGo",NA,1,0,250,"NoGo","Stop",10,13,20,14,6,31,7,261
"2",72,208.1,"Left",1,1,0,300,"Left","NoStop",10,13,20,14,6,31,7,261
"2",73,316.1,"Left",1,1,0,300,"Left","NoStop",10,13,20,14,6,31,7,261
"2",74,173.2,"Right",1,1,0,300,"Right","NoStop",10,13,20,14,6,31,7,261
"2",75,242.7,"Left",1,1,0,300,"Left","NoStop",10,13,20,14,6,31,7,261
"2",76,229.6,"Right",1,1,0,300,"Right","NoStop",10,13,20,14,6,31,7,261
"2",77,189.1,"Left",1,1,0,300,"Left","NoStop",10,13,20,14,6,31,7,261
"2",78,534.7,"Left",1,1,0,300,"Left","NoStop",10,13,20,14,6,31,7,261
"2",79,227.7,"Left",1,0,1,300,"NoGo","Stop",10,13,20,14,6,31,7,261
"2",80,327.9,"Left",1,1,0,250,"Left","NoStop",10,13,20,14,6,31,7,261
"2",81,227.1,"Left",1,1,0,250,"Left","NoStop",10,13,20,14,6,31,7,261
"2",82,436,"Right",1,1,0,250,"Right","NoStop",10,13,20,14,6,31,7,261
"2",83,258.2,"Right",1,1,0,250,"Right","NoStop",10,13,20,14,6,31,7,261
"2",84,265.7,"Left",1,1,0,250,"Left","NoStop",10,13,20,14,6,31,7,261
"2",85,293.2,"Right",1,1,0,250,"Right","NoStop",10,13,20,14,6,31,7,261
"2",86,201.5,"Right",1,1,0,250,"Right","NoStop",10,13,20,14,6,31,7,261
"2",87,111.8,"Right",1,1,0,250,"Right","NoStop",10,13,20,14,6,31,7,261
"2",88,1249.919,"NoGo",NA,1,0,250,"NoGo","Stop",10,13,20,14,6,31,7,261
"2",89,117.3,"Right",1,1,0,300,"Right","NoStop",10,13,20,14,6,31,7,261
