"id","trial_number","rt","response","attempt","correct","incorrect","ssd","answer","task","ReflectionSum","BroodingSum","DepressiveSum","IntrusiveSum","DeliberateSum","ReappraisalSum","SuppressionSum","SSRT"
"18",62,1249.46,"NoGo",NA,1,0,250,"NoGo","Stop",12,11,28,13,8,35,21,236
"18",63,1199.445,"NoGo",NA,1,0,300,"NoGo","Stop",12,11,28,13,8,35,21,236
"18",64,247.5,"Right",1,1,0,350,"Right","NoStop",12,11,28,13,8,35,21,236
"18",65,185.4,"Left",1,1,0,350,"Left","NoStop",12,11,28,13,8,35,21,236
"18",66,87.60000002,"Right",1,1,0,350,"Right","NoStop",12,11,28,13,8,35,21,236
"18",67,156,"Right",1,1,0,350,"Right","NoStop",12,11,28,13,8,35,21,236
"18",68,117.7,"Right",1,1,0,350,"Right","NoStop",12,11,28,13,8,35,21,236
"18",69,35,"Left",1,1,0,350,"Left","NoStop",12,11,28,13,8,35,21,236
"18",70,110.8,"Left",1,1,0,350,"Left","NoStop",12,11,28,13,8,35,21,236
"18",71,44.60000002,"Left",1,1,0,350,"Left","NoStop",12,11,28,13,8,35,21,236
"18",72,65.70000005,"Right",1,1,0,350,"Right","NoStop",12,11,28,13,8,35,21,236
"18",73,117.9000001,"Right",1,1,0,350,"Right","NoStop",12,11,28,13,8,35,21,236
"18",74,43.29999995,"Right",1,1,0,350,"Right","NoStop",12,11,28,13,8,35,21,236
"18",75,47.39999998,"Right",1,0,1,350,"NoGo","Stop",12,11,28,13,8,35,21,236
"18",76,1199.519,"NoGo",NA,1,0,300,"NoGo","Stop",12,11,28,13,8,35,21,236
"18",77,51,"Left",1,1,0,350,"Left","NoStop",12,11,28,13,8,35,21,236
"18",78,123.8,"Left",1,0,1,350,"NoGo","Stop",12,11,28,13,8,35,21,236
"18",79,1199.57,"NoGo",NA,1,0,300,"NoGo","Stop",12,11,28,13,8,35,21,236
"18",80,71.69999993,"Left",1,0,1,350,"NoGo","Stop",12,11,28,13,8,35,21,236
"18",81,329.6,"Left",1,1,0,300,"Left","NoStop",12,11,28,13,8,35,21,236
"18",82,451,"Right",1,1,0,300,"Right","NoStop",12,11,28,13,8,35,21,236
"18",83,212.4,"Left",1,0,1,300,"NoGo","Stop",12,11,28,13,8,35,21,236
"18",84,1249.382,"NoGo",NA,1,0,250,"NoGo","Stop",12,11,28,13,8,35,21,236
"18",85,240.5,"Right",1,1,0,300,"Right","NoStop",12,11,28,13,8,35,21,236
"18",86,434.3,"Right",1,1,0,300,"Right","NoStop",12,11,28,13,8,35,21,236
"18",87,1199.462,"NoGo",NA,1,0,300,"NoGo","Stop",12,11,28,13,8,35,21,236
"18",88,157.5,"Right",1,0,1,350,"NoGo","Stop",12,11,28,13,8,35,21,236
"18",89,250.9,"Right",1,1,0,300,"Right","NoStop",12,11,28,13,8,35,21,236
"18",90,1199.489,"NoGo",NA,1,0,300,"NoGo","Stop",12,11,28,13,8,35,21,236
"18",91,210.5,"Left",1,1,0,350,"Left","NoStop",12,11,28,13,8,35,21,236
"18",92,106.1999999,"Left",1,0,1,350,"NoGo","Stop",12,11,28,13,8,35,21,236
"18",93,358.8,"Left",1,1,0,300,"Left","NoStop",12,11,28,13,8,35,21,236
"18",94,1199.46,"NoGo",NA,1,0,300,"NoGo","Stop",12,11,28,13,8,35,21,236
"18",95,477.5,"Right",1,1,0,350,"Right","NoStop",12,11,28,13,8,35,21,236
"18",96,193.6,"Right",1,1,0,350,"Right","NoStop",12,11,28,13,8,35,21,236
"18",97,132.8,"Right",1,1,0,350,"Right","NoStop",12,11,28,13,8,35,21,236
"18",98,144.7,"Left",1,1,0,350,"Left","NoStop",12,11,28,13,8,35,21,236
"18",99,99,"Left",1,1,0,350,"Left","NoStop",12,11,28,13,8,35,21,236
"18",100,98,"Right",1,1,0,350,"Right","NoStop",12,11,28,13,8,35,21,236
"18",101,32.70000005,"Left",1,0,1,350,"NoGo","Stop",12,11,28,13,8,35,21,236
"18",102,181.6,"Right",1,1,0,300,"Right","NoStop",12,11,28,13,8,35,21,236
"18",103,328.9,"Left",1,1,0,300,"Left","NoStop",12,11,28,13,8,35,21,236
"18",104,101.4,"Left",1,1,0,300,"Left","NoStop",12,11,28,13,8,35,21,236
"18",105,150.6,"Left",1,1,0,300,"Left","NoStop",12,11,28,13,8,35,21,236
"18",106,120.8000001,"Left",1,1,0,300,"Left","NoStop",12,11,28,13,8,35,21,236
"18",107,41.60000002,"Right",1,1,0,300,"Right","NoStop",12,11,28,13,8,35,21,236
"18",108,25.69999993,"Left",1,1,0,300,"Left","NoStop",12,11,28,13,8,35,21,236
"18",109,93.70000005,"Left",1,1,0,300,"Left","NoStop",12,11,28,13,8,35,21,236
"18",110,29.29999995,"Right",1,1,0,300,"Right","NoStop",12,11,28,13,8,35,21,236
"18",111,10.70000005,"Left",1,1,0,300,"Left","NoStop",12,11,28,13,8,35,21,236
"18",112,24.5,"Right",1,1,0,300,"Right","NoStop",12,11,28,13,8,35,21,236
"18",113,281.5,"Left",1,0,1,300,"NoGo","Stop",12,11,28,13,8,35,21,236
"18",114,180,"Right",1,1,0,250,"Right","NoStop",12,11,28,13,8,35,21,236
"18",115,64.10000002,"Left",1,1,0,250,"Left","NoStop",12,11,28,13,8,35,21,236
"18",116,95.80000007,"Right",1,1,0,250,"Right","NoStop",12,11,28,13,8,35,21,236
"18",117,32.30000007,"Left",1,0,1,250,"NoGo","Stop",12,11,28,13,8,35,21,236
"18",118,165.3,"Right",1,0,1,200,"NoGo","Stop",12,11,28,13,8,35,21,236
"18",119,237.7,"Left",1,0,1,150,"NoGo","Stop",12,11,28,13,8,35,21,236
"18",120,499.4,"Right",1,1,0,100,"Right","NoStop",12,11,28,13,8,35,21,236
"18",121,645.6,"Left",1,1,0,100,"Left","NoStop",12,11,28,13,8,35,21,236
"18",122,250,"Left",1,1,0,100,"Left","NoStop",12,11,28,13,8,35,21,236
"18",123,234,"Left",1,0,1,100,"NoGo","Stop",12,11,28,13,8,35,21,236
"18",124,311.2,"Right",1,1,0,50,"Right","NoStop",12,11,28,13,8,35,21,236
"18",125,1449.421,"NoGo",NA,1,0,50,"NoGo","Stop",12,11,28,13,8,35,21,236
"18",126,265.1999999,"Right",1,1,0,100,"Right","NoStop",12,11,28,13,8,35,21,236
"18",127,442.9,"Left",1,1,0,100,"Left","NoStop",12,11,28,13,8,35,21,236
"18",128,1399.403,"NoGo",NA,1,0,100,"NoGo","Stop",12,11,28,13,8,35,21,236
"18",129,432.1999999,"Left",1,1,0,150,"Left","NoStop",12,11,28,13,8,35,21,236
"18",130,301.8,"Left",1,1,0,150,"Left","NoStop",12,11,28,13,8,35,21,236
"18",131,1349.371,"NoGo",NA,1,0,150,"NoGo","Stop",12,11,28,13,8,35,21,236
"18",132,1299.497,"NoGo",NA,1,0,200,"NoGo","Stop",12,11,28,13,8,35,21,236
"18",133,1249.455,"NoGo",NA,1,0,250,"NoGo","Stop",12,11,28,13,8,35,21,236
"18",134,252,"Left",1,1,0,300,"Left","NoStop",12,11,28,13,8,35,21,236
"18",135,87.20000005,"Right",1,1,0,300,"Right","NoStop",12,11,28,13,8,35,21,236
"18",136,88.29999995,"Left",1,1,0,300,"Left","NoStop",12,11,28,13,8,35,21,236
"18",137,133.9000001,"Left",1,1,0,300,"Left","NoStop",12,11,28,13,8,35,21,236
"18",138,70.5,"Right",1,1,0,300,"Right","NoStop",12,11,28,13,8,35,21,236
"18",139,33.0999999,"Left",1,1,0,300,"Left","NoStop",12,11,28,13,8,35,21,236
"18",140,49.70000005,"Right",1,1,0,300,"Right","NoStop",12,11,28,13,8,35,21,236
"18",141,99.80000007,"Right",1,1,0,300,"Right","NoStop",12,11,28,13,8,35,21,236
"18",142,53.89999998,"Left",1,1,0,300,"Left","NoStop",12,11,28,13,8,35,21,236
"18",143,36.29999995,"Right",1,0,1,300,"NoGo","Stop",12,11,28,13,8,35,21,236
"18",144,104.0999999,"Left",1,1,0,250,"Left","NoStop",12,11,28,13,8,35,21,236
"18",145,154.4000001,"Right",1,1,0,250,"Right","NoStop",12,11,28,13,8,35,21,236
"18",146,105.1,"Right",1,1,0,250,"Right","NoStop",12,11,28,13,8,35,21,236
"18",147,88.5,"Left",1,1,0,250,"Left","NoStop",12,11,28,13,8,35,21,236
"18",148,120.1,"Left",1,1,0,250,"Left","NoStop",12,11,28,13,8,35,21,236
"18",149,36.20000005,"Left",1,0,1,250,"NoGo","Stop",12,11,28,13,8,35,21,236
"18",150,217.7,"Right",1,1,0,200,"Right","NoStop",12,11,28,13,8,35,21,236
"18",151,144.8,"Left",1,1,0,200,"Left","NoStop",12,11,28,13,8,35,21,236
"18",152,168,"Right",1,1,0,200,"Right","NoStop",12,11,28,13,8,35,21,236
"18",153,124.3000001,"Left",1,0,1,200,"NoGo","Stop",12,11,28,13,8,35,21,236
"18",154,1349.348,"NoGo",NA,1,0,150,"NoGo","Stop",12,11,28,13,8,35,21,236
"18",155,235.9,"Right",1,1,0,200,"Right","NoStop",12,11,28,13,8,35,21,236
"18",156,166.1,"Right",1,1,0,200,"Right","NoStop",12,11,28,13,8,35,21,236
"18",157,382,"Left",1,1,0,200,"Left","NoStop",12,11,28,13,8,35,21,236
"18",158,144.4,"Left",1,1,0,200,"Left","NoStop",12,11,28,13,8,35,21,236
"18",159,145.4,"Right",1,0,1,200,"NoGo","Stop",12,11,28,13,8,35,21,236
"18",160,194.1,"Left",1,1,0,150,"Left","NoStop",12,11,28,13,8,35,21,236
"18",161,214.3,"Left",1,0,1,150,"NoGo","Stop",12,11,28,13,8,35,21,236
"18",162,1399.329,"NoGo",NA,1,0,100,"NoGo","Stop",12,11,28,13,8,35,21,236
"18",163,417.9,"Left",1,1,0,150,"Left","NoStop",12,11,28,13,8,35,21,236
"18",164,1349.482,"NoGo",NA,1,0,150,"NoGo","Stop",12,11,28,13,8,35,21,236
"18",165,334.5999999,"Left",1,1,0,200,"Left","NoStop",12,11,28,13,8,35,21,236
"18",166,184.1999999,"Right",1,1,0,200,"Right","NoStop",12,11,28,13,8,35,21,236
"18",167,404.6,"Left",1,1,0,200,"Left","NoStop",12,11,28,13,8,35,21,236
"18",168,205,"Left",1,0,1,200,"NoGo","Stop",12,11,28,13,8,35,21,236
"18",169,1349.361,"NoGo",NA,1,0,150,"NoGo","Stop",12,11,28,13,8,35,21,236
"18",170,216,"Right",1,1,0,200,"Right","NoStop",12,11,28,13,8,35,21,236
"18",171,260.1,"Right",1,1,0,200,"Right","NoStop",12,11,28,13,8,35,21,236
"18",172,204.1999999,"Left",1,1,0,200,"Left","NoStop",12,11,28,13,8,35,21,236
"18",173,172.5,"Left",1,1,0,200,"Left","NoStop",12,11,28,13,8,35,21,236
"18",174,247.3,"Right",1,1,0,200,"Right","NoStop",12,11,28,13,8,35,21,236
"18",175,103.8,"Right",1,1,0,200,"Right","NoStop",12,11,28,13,8,35,21,236
"18",176,213.5,"Left",1,1,0,200,"Left","NoStop",12,11,28,13,8,35,21,236
"18",177,156.1,"Right",1,1,0,200,"Right","NoStop",12,11,28,13,8,35,21,236
"18",178,144.9,"Right",1,1,0,200,"Right","NoStop",12,11,28,13,8,35,21,236
"18",179,105.8,"Right",1,1,0,200,"Right","NoStop",12,11,28,13,8,35,21,236
"18",180,108,"Right",1,1,0,200,"Right","NoStop",12,11,28,13,8,35,21,236
"18",181,867.4,"Right",1,1,0,200,"Right","NoStop",12,11,28,13,8,35,21,236
"18",182,165.6999999,"Right",1,0,1,200,"NoGo","Stop",12,11,28,13,8,35,21,236
"18",183,470.7,"Right",1,1,0,150,"Right","NoStop",12,11,28,13,8,35,21,236
"18",184,311.7,"Right",1,1,0,150,"Right","NoStop",12,11,28,13,8,35,21,236
"18",185,308.4,"Left",1,1,0,150,"Left","NoStop",12,11,28,13,8,35,21,236
"18",186,145.6999999,"Right",1,1,0,150,"Right","NoStop",12,11,28,13,8,35,21,236
"18",187,222,"Left",1,1,0,150,"Left","NoStop",12,11,28,13,8,35,21,236
"18",188,257.9000001,"Left",1,1,0,150,"Left","NoStop",12,11,28,13,8,35,21,236
"18",189,190.7,"Right",1,1,0,150,"Right","NoStop",12,11,28,13,8,35,21,236
"18",190,184.8,"Right",1,0,1,150,"NoGo","Stop",12,11,28,13,8,35,21,236
"18",191,351.6,"Left",1,1,0,100,"Left","NoStop",12,11,28,13,8,35,21,236
"18",192,293.7,"Right",1,1,0,100,"Right","NoStop",12,11,28,13,8,35,21,236
"18",193,272.8000001,"Right",1,1,0,100,"Right","NoStop",12,11,28,13,8,35,21,236
"18",194,299.3,"Left",1,1,0,100,"Left","NoStop",12,11,28,13,8,35,21,236
"18",195,281.3,"Left",1,1,0,100,"Left","NoStop",12,11,28,13,8,35,21,236
"18",196,240.2,"Left",1,1,0,100,"Left","NoStop",12,11,28,13,8,35,21,236
"18",197,281.2,"Right",1,1,0,100,"Right","NoStop",12,11,28,13,8,35,21,236
"18",198,268.5,"Left",1,1,0,100,"Left","NoStop",12,11,28,13,8,35,21,236
"18",199,358.2,"Left",1,1,0,100,"Left","NoStop",12,11,28,13,8,35,21,236
"18",200,281,"Left",1,1,0,100,"Left","NoStop",12,11,28,13,8,35,21,236
"18",201,330.7,"Left",1,1,0,100,"Left","NoStop",12,11,28,13,8,35,21,236
"18",202,384.6999999,"Right",1,1,0,100,"Right","NoStop",12,11,28,13,8,35,21,236
"18",203,361.1,"Left",1,1,0,100,"Left","NoStop",12,11,28,13,8,35,21,236
"18",204,255.6,"Left",1,1,0,100,"Left","NoStop",12,11,28,13,8,35,21,236
"18",205,218.2,"Left",1,1,0,100,"Left","NoStop",12,11,28,13,8,35,21,236
"18",206,250.3000001,"Right",1,1,0,100,"Right","NoStop",12,11,28,13,8,35,21,236
"18",207,239.0999999,"Left",1,1,0,100,"Left","NoStop",12,11,28,13,8,35,21,236
"18",208,220.6,"Right",1,1,0,100,"Right","NoStop",12,11,28,13,8,35,21,236
"18",209,1399.376,"NoGo",NA,1,0,100,"NoGo","Stop",12,11,28,13,8,35,21,236
"18",210,214.2,"Right",1,1,0,150,"Right","NoStop",12,11,28,13,8,35,21,236
"18",211,232.9,"Left",1,1,0,150,"Left","NoStop",12,11,28,13,8,35,21,236
"18",212,1349.196,"NoGo",NA,1,0,150,"NoGo","Stop",12,11,28,13,8,35,21,236
"18",213,151.8,"Right",1,1,0,200,"Right","NoStop",12,11,28,13,8,35,21,236
"18",214,187.4,"Right",1,1,0,200,"Right","NoStop",12,11,28,13,8,35,21,236
"18",215,257,"Left",1,1,0,200,"Left","NoStop",12,11,28,13,8,35,21,236
"18",216,218.1999999,"Left",1,0,1,200,"NoGo","Stop",12,11,28,13,8,35,21,236
"18",217,494.1999999,"Left",1,1,0,150,"Left","NoStop",12,11,28,13,8,35,21,236
"18",218,1349.491,"NoGo",NA,1,0,150,"NoGo","Stop",12,11,28,13,8,35,21,236
"18",219,511.2,"Left",1,1,0,200,"Left","NoStop",12,11,28,13,8,35,21,236
"18",220,273.6999999,"Left",1,1,0,200,"Left","NoStop",12,11,28,13,8,35,21,236
"18",221,234.2,"Right",1,1,0,200,"Right","NoStop",12,11,28,13,8,35,21,236
"18",222,147.8,"Right",1,1,0,200,"Right","NoStop",12,11,28,13,8,35,21,236
"18",223,171.8,"Right",1,0,1,200,"NoGo","Stop",12,11,28,13,8,35,21,236
"18",224,368.4,"Left",1,1,0,150,"Left","NoStop",12,11,28,13,8,35,21,236
"18",225,612.5,"Left",1,1,0,150,"Left","NoStop",12,11,28,13,8,35,21,236
"18",226,163.5,"Left",1,0,1,150,"NoGo","Stop",12,11,28,13,8,35,21,236
"18",227,523.1,"Left",1,1,0,100,"Left","NoStop",12,11,28,13,8,35,21,236
"18",228,291.9000001,"Left",1,1,0,100,"Left","NoStop",12,11,28,13,8,35,21,236
"18",229,332,"Right",1,1,0,100,"Right","NoStop",12,11,28,13,8,35,21,236
"18",230,363.3,"Left",1,0,1,100,"NoGo","Stop",12,11,28,13,8,35,21,236
"18",231,1449.436,"NoGo",NA,1,0,50,"NoGo","Stop",12,11,28,13,8,35,21,236
"18",232,267.5,"Left",1,1,0,100,"Left","NoStop",12,11,28,13,8,35,21,236
"18",233,1399.465,"NoGo",NA,1,0,100,"NoGo","Stop",12,11,28,13,8,35,21,236
"18",234,152.1,"Right",1,0,1,150,"NoGo","Stop",12,11,28,13,8,35,21,236
"18",235,1399.411,"NoGo",NA,1,0,100,"NoGo","Stop",12,11,28,13,8,35,21,236
"18",236,407.1,"Right",1,1,0,150,"Right","NoStop",12,11,28,13,8,35,21,236
"18",237,290.8,"Right",1,1,0,150,"Right","NoStop",12,11,28,13,8,35,21,236
"18",238,398.8,"Right",1,1,0,150,"Right","NoStop",12,11,28,13,8,35,21,236
"18",239,230.1,"Left",1,1,0,150,"Left","NoStop",12,11,28,13,8,35,21,236
"18",240,412.4,"Right",1,1,0,150,"Right","NoStop",12,11,28,13,8,35,21,236
"20",1,151,"Right",1,1,0,250,"Right","NoStop",20,19,48,23,24,18,18,515
"20",2,1250.55,"NoGo",NA,0,1,250,"Left","NoStop",20,19,48,23,24,18,18,515
"20",3,136.1,"Right",1,1,0,250,"Right","NoStop",20,19,48,23,24,18,18,515
"20",4,1250.55,"NoGo",NA,1,0,250,"NoGo","Stop",20,19,48,23,24,18,18,515
"20",5,1200.528,"NoGo",NA,0,1,300,"Left","NoStop",20,19,48,23,24,18,18,515
"20",6,1200.528,"NoGo",NA,0,1,300,"Left","NoStop",20,19,48,23,24,18,18,515
"20",7,170,"Right",1,1,0,300,"Right","NoStop",20,19,48,23,24,18,18,515
"20",8,1200.528,"NoGo",NA,0,1,300,"Left","NoStop",20,19,48,23,24,18,18,515
"20",9,1200.528,"NoGo",NA,0,1,300,"Right","NoStop",20,19,48,23,24,18,18,515
"20",10,93.4,"Right",1,0,1,300,"NoGo","Stop",20,19,48,23,24,18,18,515
"20",11,109.9,"Right",1,0,1,250,"NoGo","Stop",20,19,48,23,24,18,18,515
"20",12,1300.572,"NoGo",NA,0,1,200,"Left","NoStop",20,19,48,23,24,18,18,515
"20",13,1300.572,"NoGo",NA,0,1,200,"Left","NoStop",20,19,48,23,24,18,18,515
"20",14,1300.572,"NoGo",NA,0,1,200,"Left","NoStop",20,19,48,23,24,18,18,515
"20",15,1304.947,"NoGo",NA,1,0,200,"NoGo","Stop",20,19,48,23,24,18,18,515
"20",16,1250.55,"NoGo",NA,0,1,250,"Left","NoStop",20,19,48,23,24,18,18,515
"20",17,1250.55,"NoGo",NA,1,0,250,"NoGo","Stop",20,19,48,23,24,18,18,515
"20",18,1200.528,"NoGo",NA,0,1,300,"Left","NoStop",20,19,48,23,24,18,18,515
"20",19,1207.804,"NoGo",NA,0,1,300,"Right","NoStop",20,19,48,23,24,18,18,515
"20",20,1200.528,"NoGo",NA,0,1,300,"Right","NoStop",20,19,48,23,24,18,18,515
"20",21,1200.528,"NoGo",NA,1,0,300,"NoGo","Stop",20,19,48,23,24,18,18,515
"20",22,1150.506,"NoGo",NA,0,1,350,"Left","NoStop",20,19,48,23,24,18,18,515
"20",23,815.7,"Right",1,1,0,350,"Right","NoStop",20,19,48,23,24,18,18,515
"20",24,1150.506,"NoGo",NA,0,1,350,"Left","NoStop",20,19,48,23,24,18,18,515
"20",25,57.7,"Right",1,0,1,350,"NoGo","Stop",20,19,48,23,24,18,18,515
"20",26,1200.528,"NoGo",NA,0,1,300,"Left","NoStop",20,19,48,23,24,18,18,515
"20",27,628.9,"Left",1,1,0,300,"Left","NoStop",20,19,48,23,24,18,18,515
"20",28,108.2,"Left",1,1,0,300,"Left","NoStop",20,19,48,23,24,18,18,515
"20",29,64,"Left",1,1,0,300,"Left","NoStop",20,19,48,23,24,18,18,515
"20",30,16.4,"Left",1,1,0,300,"Left","NoStop",20,19,48,23,24,18,18,515
"20",31,1200.528,"NoGo",NA,1,0,300,"NoGo","Stop",20,19,48,23,24,18,18,515
"20",32,1150.506,"NoGo",NA,0,1,350,"Left","NoStop",20,19,48,23,24,18,18,515
"20",33,74,"Left",1,1,0,350,"Left","NoStop",20,19,48,23,24,18,18,515
"20",34,18,"Right",1,1,0,350,"Right","NoStop",20,19,48,23,24,18,18,515
"20",35,53.7,"Right",1,0,1,350,"NoGo","Stop",20,19,48,23,24,18,18,515
"20",36,28.3,"Left",1,1,0,300,"Left","NoStop",20,19,48,23,24,18,18,515
"20",37,37.9,"Left",1,0,1,300,"NoGo","Stop",20,19,48,23,24,18,18,515
"20",38,632.2,"Left",1,1,0,250,"Left","NoStop",20,19,48,23,24,18,18,515
"20",39,226.6,"Left",1,0,1,250,"NoGo","Stop",20,19,48,23,24,18,18,515
"20",40,197.5,"Right",1,1,0,200,"Right","NoStop",20,19,48,23,24,18,18,515
"20",41,258.4,"Right",1,1,0,200,"Right","NoStop",20,19,48,23,24,18,18,515
"20",42,546.6,"Left",1,1,0,200,"Left","NoStop",20,19,48,23,24,18,18,515
"20",43,1300.572,"NoGo",NA,1,0,200,"NoGo","Stop",20,19,48,23,24,18,18,515
"20",44,305.1,"Right",1,1,0,250,"Right","NoStop",20,19,48,23,24,18,18,515
"20",45,247.1,"Right",1,1,0,250,"Right","NoStop",20,19,48,23,24,18,18,515
"20",46,1250.55,"NoGo",NA,0,1,250,"Right","NoStop",20,19,48,23,24,18,18,515
"20",47,77.6,"Left",1,1,0,250,"Left","NoStop",20,19,48,23,24,18,18,515
"20",48,103.4,"Right",1,0,1,250,"NoGo","Stop",20,19,48,23,24,18,18,515
"20",49,242.3,"Right",1,1,0,200,"Right","NoStop",20,19,48,23,24,18,18,515
"20",50,391.3,"Right",1,1,0,200,"Right","NoStop",20,19,48,23,24,18,18,515
"20",51,122.2,"Left",1,0,1,200,"Right","NoStop",20,19,48,23,24,18,18,515
"20",52,347.3,"Left",1,1,0,200,"Left","NoStop",20,19,48,23,24,18,18,515
"20",53,103.8,"Right",1,0,1,200,"Left","NoStop",20,19,48,23,24,18,18,515
"20",54,219.3,"Right",1,1,0,200,"Right","NoStop",20,19,48,23,24,18,18,515
"20",55,195.6,"Right",1,1,0,200,"Right","NoStop",20,19,48,23,24,18,18,515
"20",56,176.6,"Right",1,0,1,200,"NoGo","Stop",20,19,48,23,24,18,18,515
"20",57,248.9,"Left",1,1,0,150,"Left","NoStop",20,19,48,23,24,18,18,515
"20",58,186,"Right",1,1,0,150,"Right","NoStop",20,19,48,23,24,18,18,515
"20",59,258.8,"Right",1,0,1,150,"NoGo","Stop",20,19,48,23,24,18,18,515
"20",60,258.8,"Right",1,1,0,100,"Right","NoStop",20,19,48,23,24,18,18,515
"20",61,356.4,"Left",1,0,1,100,"NoGo","Stop",20,19,48,23,24,18,18,515
"20",62,283.5,"Right",1,1,0,50,"Right","NoStop",20,19,48,23,24,18,18,515
"20",63,380.3,"Left",1,1,0,50,"Left","NoStop",20,19,48,23,24,18,18,515
"20",64,345.6,"Left",1,1,0,50,"Left","NoStop",20,19,48,23,24,18,18,515
"20",65,1060.9,"Right",1,0,1,50,"NoGo","Stop",20,19,48,23,24,18,18,515
"20",66,299,"Right",1,1,0,50,"Right","NoStop",20,19,48,23,24,18,18,515
"20",67,266,"Left",1,0,1,50,"NoGo","Stop",20,19,48,23,24,18,18,515
"20",68,284.6,"Right",1,1,0,50,"Right","NoStop",20,19,48,23,24,18,18,515
"20",69,334.2,"Right",1,1,0,50,"Right","NoStop",20,19,48,23,24,18,18,515
"20",70,343.3,"Right",1,1,0,50,"Right","NoStop",20,19,48,23,24,18,18,515
"20",71,458.3,"Right",1,1,0,50,"Right","NoStop",20,19,48,23,24,18,18,515
"20",72,356,"Right",1,1,0,50,"Right","NoStop",20,19,48,23,24,18,18,515
"20",73,407.1,"Left",1,1,0,50,"Left","NoStop",20,19,48,23,24,18,18,515
"20",74,392.9,"Right",1,1,0,50,"Right","NoStop",20,19,48,23,24,18,18,515
"20",75,344.6,"Right",1,1,0,50,"Right","NoStop",20,19,48,23,24,18,18,515
"20",76,253.8,"Left",1,0,1,50,"NoGo","Stop",20,19,48,23,24,18,18,515
"20",77,446.3,"Left",1,1,0,50,"Left","NoStop",20,19,48,23,24,18,18,515
"20",78,394.4,"Left",1,1,0,50,"Left","NoStop",20,19,48,23,24,18,18,515
"20",79,417.5,"Right",1,1,0,50,"Right","NoStop",20,19,48,23,24,18,18,515
"20",80,361.1,"Left",1,0,1,50,"NoGo","Stop",20,19,48,23,24,18,18,515
"20",81,326.8,"Right",1,1,0,50,"Right","NoStop",20,19,48,23,24,18,18,515
"20",82,384.9,"Right",1,1,0,50,"Right","NoStop",20,19,48,23,24,18,18,515
"20",83,613,"Left",1,1,0,50,"Left","NoStop",20,19,48,23,24,18,18,515
"20",84,440.1,"Right",1,1,0,50,"Right","NoStop",20,19,48,23,24,18,18,515
"20",85,406.9,"Right",1,1,0,50,"Right","NoStop",20,19,48,23,24,18,18,515
"20",86,502.8,"Right",1,1,0,50,"Right","NoStop",20,19,48,23,24,18,18,515
"20",87,400.9,"Left",1,1,0,50,"Left","NoStop",20,19,48,23,24,18,18,515
"20",88,1195.7,"Left",1,0,1,50,"NoGo","Stop",20,19,48,23,24,18,18,515
"20",89,377.5,"Right",1,0,1,50,"NoGo","Stop",20,19,48,23,24,18,18,515
"20",90,332.8,"Left",1,1,0,50,"Left","NoStop",20,19,48,23,24,18,18,515
"20",91,549.5,"Right",1,1,0,50,"Right","NoStop",20,19,48,23,24,18,18,515
"20",92,639,"Left",1,1,0,50,"Left","NoStop",20,19,48,23,24,18,18,515
"20",93,410.8,"Left",1,0,1,50,"NoGo","Stop",20,19,48,23,24,18,18,515
"20",94,359.1,"Right",1,0,1,50,"NoGo","Stop",20,19,48,23,24,18,18,515
"20",95,417.6,"Left",1,1,0,50,"Left","NoStop",20,19,48,23,24,18,18,515
"20",96,918.1,"Right",1,0,1,50,"NoGo","Stop",20,19,48,23,24,18,18,515
"20",97,308.1,"Left",1,1,0,50,"Left","NoStop",20,19,48,23,24,18,18,515
"20",98,409.9,"Left",1,1,0,50,"Left","NoStop",20,19,48,23,24,18,18,515
"20",99,349,"Right",1,1,0,50,"Right","NoStop",20,19,48,23,24,18,18,515
"20",100,275.8,"Left",1,1,0,50,"Left","NoStop",20,19,48,23,24,18,18,515
"20",101,408.3,"Right",1,1,0,50,"Right","NoStop",20,19,48,23,24,18,18,515
"20",102,472.9,"Right",1,0,1,50,"NoGo","Stop",20,19,48,23,24,18,18,515
"20",103,442.9,"Left",1,1,0,50,"Left","NoStop",20,19,48,23,24,18,18,515
"20",104,403.2,"Left",1,1,0,50,"Left","NoStop",20,19,48,23,24,18,18,515
"20",105,408.6,"Right",1,1,0,50,"Right","NoStop",20,19,48,23,24,18,18,515
"20",106,415,"Right",1,1,0,50,"Right","NoStop",20,19,48,23,24,18,18,515
"20",107,376.3,"Right",1,1,0,50,"Right","NoStop",20,19,48,23,24,18,18,515
"20",108,385.3,"Right",1,1,0,50,"Right","NoStop",20,19,48,23,24,18,18,515
"20",109,545.6,"Left",1,1,0,50,"Left","NoStop",20,19,48,23,24,18,18,515
"20",110,442.8,"Left",1,1,0,50,"Left","NoStop",20,19,48,23,24,18,18,515
"20",111,479.6,"Left",1,1,0,50,"Left","NoStop",20,19,48,23,24,18,18,515
"20",112,384.8,"Left",1,1,0,50,"Left","NoStop",20,19,48,23,24,18,18,515
"20",113,357.7,"Right",1,1,0,50,"Right","NoStop",20,19,48,23,24,18,18,515
"20",114,441.9,"Left",1,1,0,50,"Left","NoStop",20,19,48,23,24,18,18,515
"20",115,390.3,"Left",1,1,0,50,"Left","NoStop",20,19,48,23,24,18,18,515
"20",116,405.3,"Right",1,1,0,50,"Right","NoStop",20,19,48,23,24,18,18,515
